,No,Original_Name,Japanese_Name,Generation,Generation_Str,Height_m,Weight_kg,BMI,Type_1,Type_2,Ability_1,Ability_2,Ability_Hidden,Color,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Capture_Rate,Base_EXP,Final_EXP,Category,Mega_Evolution_Flag,Region_Forme,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,Mean,PE_HP,PE_Attack,PE_Defense,PE_SP_Attack,PE_SP_Defense,PE_Speed,EV_yield,Base_Friendship,Growth_Rate,Egg_Cycle,Experience type,Experience to level 100,Final Evolution,Is_Legendary,Is_Sublegendary,Is_Mythical,Alolan Form,Galarian Form,Gigantamax,Mega_evolution,Mega_evolution_alt,Against Normal,Against Fire,Against Water,Against Electric,Against Grass,Against Ice,Against Fighting,Against Poison,Against Ground,Against Flying,Against Psychic,Against Bug,Against Rock,Against Ghost,Against Dragon,Against Dark,Against Steel,Against Fairy,Pokemon_Category,Evolution_type,Evochain_0,Evochain_1,Evochain_2,Evochain_3,Evochain_4,Evochain_5,Evochain_6,Description
Torterra,389.0,Torterra,Dodaitose,4.0,IV,2.2,310.0,64.0,Grass,Ground,Overgrow,,Shell Armor,Green,87.5,12.5,0.0,20.0,Monster,Grass,45.0,236.0,1058960.0,Ordinary,,,95.0,109.0,105.0,75.0,85.0,56.0,525.0,87.5,0.0,2.0,1.0,0.0,0.0,0.0,"2 Attack, 1 Defense",50.0,Medium Slow,20.0,Medium Slow,1059860.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,Continent,3 stages evolution,Turtwig,Level ,Grotle,Level ,Torterra,,,"Ancient people imagined that beneath the ground, a gigantic Torterra dwelled."
Chimchar,390.0,Chimchar,Hikozaru,4.0,IV,0.5,6.2,24.8,Fire,,Blaze,,Iron Fist,Brown,87.5,12.5,0.0,20.0,Ground,Human-Like,45.0,62.0,1058960.0,Ordinary,,,44.0,58.0,44.0,58.0,44.0,61.0,309.0,51.5,0.0,0.0,0.0,0.0,0.0,1.0,1 Speed,50.0,Medium Slow,20.0,Medium Slow,1059860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,Chimp,3 stages evolution,Chimchar,Level ,Monferno,Level ,Infernape,,,Its fiery rear end is fueled by gas made in its belly. Even rain can’t extinguish the fire.
Monferno,391.0,Monferno,Moukazaru,4.0,IV,0.9,22.0,27.2,Fire,Fighting,Blaze,,Iron Fist,Brown,87.5,12.5,0.0,20.0,Ground,Human-Like,45.0,142.0,1058960.0,Ordinary,,,64.0,78.0,52.0,78.0,52.0,81.0,405.0,67.5,0.0,0.0,0.0,1.0,0.0,1.0,"1 Special Attack, 1 Speed",50.0,Medium Slow,20.0,Medium Slow,1059860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,Playful,3 stages evolution,Chimchar,Level ,Monferno,Level ,Infernape,,,It skillfully controls the intensity of the fire on its tail to keep its foes at an ideal distance.
Infernape,392.0,Infernape,Goukazaru,4.0,IV,1.2,55.0,38.2,Fire,Fighting,Blaze,,Iron Fist,Brown,87.5,12.5,0.0,20.0,Ground,Human-Like,45.0,240.0,1058960.0,Ordinary,,,76.0,104.0,71.0,104.0,71.0,108.0,534.0,89.0,0.0,1.0,0.0,1.0,0.0,1.0,"1 Attack, 1 Special Attack, 1 Speed",50.0,Medium Slow,20.0,Medium Slow,1059860.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,Flame,3 stages evolution,Chimchar,Level ,Monferno,Level ,Infernape,,,Its crown of fire is indicative of its fiery nature. It is beaten by none in terms of quickness.
Piplup,393.0,Piplup,Pochama,4.0,IV,0.4,5.2,32.5,Water,,Torrent,,Defiant,Blue,87.5,12.5,0.0,20.0,Water1,Ground,45.0,63.0,1058960.0,Ordinary,,,53.0,51.0,53.0,61.0,56.0,40.0,314.0,52.333333333333336,0.0,0.0,0.0,1.0,0.0,0.0,1 Special Attack,50.0,Medium Slow,20.0,Medium Slow,1059860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Penguin,3 stages evolution,Piplup,Level ,Prinplup,Level ,Empoleon,,,It doesn’t like to be taken care of. It’s difficult to bond with since it won’t listen to its Trainer.
Prinplup,394.0,Prinplup,Pottaishi,4.0,IV,0.8,23.0,35.9,Water,,Torrent,,Defiant,Blue,87.5,12.5,0.0,20.0,Water1,Ground,45.0,142.0,1058960.0,Ordinary,,,64.0,66.0,68.0,81.0,76.0,50.0,405.0,67.5,0.0,0.0,0.0,2.0,0.0,0.0,2 Special Attack,50.0,Medium Slow,20.0,Medium Slow,1059860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Penguin,3 stages evolution,Piplup,Level ,Prinplup,Level ,Empoleon,,,"It lives alone, away from others. Apparently, every one of them believes it is the most important."
Empoleon,395.0,Empoleon,Emperte,4.0,IV,1.7,84.5,29.2,Water,Steel,Torrent,,Defiant,Blue,87.5,12.5,0.0,20.0,Water1,Ground,45.0,239.0,1058960.0,Ordinary,,,84.0,86.0,88.0,111.0,101.0,60.0,530.0,88.33333333333333,0.0,0.0,0.0,3.0,0.0,0.0,3 Special Attack,50.0,Medium Slow,20.0,Medium Slow,1059860.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.5,1.0,0.5,2.0,1.0,0.25,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,Emperor,3 stages evolution,Piplup,Level ,Prinplup,Level ,Empoleon,,,It swims as fast as a jet boat. The edges of its wings are sharp and can slice apart drifting ice.
Starly,396.0,Starly,Mukkuru,4.0,IV,0.3,2.0,22.2,Normal,Flying,Keen Eye,,Reckless,Brown,50.0,50.0,0.0,15.0,Flying,,255.0,49.0,1058960.0,Ordinary,,,40.0,55.0,30.0,30.0,30.0,60.0,245.0,40.833333333333336,0.0,0.0,0.0,0.0,0.0,1.0,1 Speed,50.0,Medium Slow,15.0,Medium Slow,1059860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,Starling,3 stages evolution,Starly,Level ,Staravia,Level ,Staraptor,,,"They flock in great numbers. Though small, they flap their wings with great power."
Staravia,397.0,Staravia,Mukubird,4.0,IV,0.6,15.5,43.1,Normal,Flying,Intimidate,,Reckless,Brown,50.0,50.0,0.0,15.0,Flying,,120.0,119.0,1058960.0,Ordinary,,,55.0,75.0,50.0,40.0,40.0,80.0,340.0,56.66666666666666,0.0,0.0,0.0,0.0,0.0,2.0,2 Speed,50.0,Medium Slow,15.0,Medium Slow,1059860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,Starling,3 stages evolution,Starly,Level ,Staravia,Level ,Staraptor,,,"They maintain huge flocks, although fierce scuffles break out between various flocks."
Staraptor,398.0,Staraptor,Mukuhawk,4.0,IV,1.2,24.9,17.3,Normal,Flying,Intimidate,,Reckless,Brown,50.0,50.0,0.0,15.0,Flying,,45.0,218.0,1058960.0,Ordinary,,,85.0,120.0,70.0,50.0,60.0,100.0,485.0,80.83333333333333,0.0,3.0,0.0,0.0,0.0,0.0,3 Attack,50.0,Medium Slow,15.0,Medium Slow,1059860.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,Predator,3 stages evolution,Starly,Level ,Staravia,Level ,Staraptor,,,The muscles in its wings and legs are strong. It can easily fly while gripping a small Pokémon.
Bidoof,399.0,Bidoof,Bippa,4.0,IV,0.5,20.0,80.0,Normal,,Simple,Unaware,Moody,Brown,50.0,50.0,0.0,15.0,Water1,Ground,255.0,50.0,1000000.0,Ordinary,,,59.0,45.0,40.0,35.0,40.0,31.0,250.0,41.66666666666666,1.0,0.0,0.0,0.0,0.0,0.0,1 HP,50.0,Medium Fast,15.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Plump Mouse,2 stages evolution,Bidoof,Level ,Bibarel,,,,,"With nerves of steel, nothing can perturb it. It is more agile and active than it appears."
Bibarel,400.0,Bibarel,Beadaru,4.0,IV,1.0,31.5,31.5,Normal,Water,Simple,Unaware,Moody,Brown,50.0,50.0,0.0,15.0,Water1,Ground,127.0,144.0,1000000.0,Ordinary,,,79.0,85.0,60.0,55.0,60.0,71.0,410.0,68.33333333333333,0.0,2.0,0.0,0.0,0.0,0.0,2 Attack,50.0,Medium Fast,15.0,Medium Fast,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,Beaver,2 stages evolution,Bidoof,Level ,Bibarel,,,,,It busily makes its nest with stacks of branches and roots it has cut up with its sharp incisors.
Kricketot,401.0,Kricketot,Korobohshi,4.0,IV,0.3,2.2,24.4,Bug,,Shed Skin,,Run Away,Red,50.0,50.0,0.0,15.0,Bug,,255.0,39.0,1058960.0,Ordinary,,,37.0,25.0,41.0,25.0,41.0,25.0,194.0,32.333333333333336,0.0,0.0,1.0,0.0,0.0,0.0,1 Defense,50.0,Medium Slow,15.0,Medium Slow,1059860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,Cricket,2 stages evolution,Kricketot,Level ,Kricketune,,,,,It chats with others using the sounds of its colliding antennae. These sounds are fall hallmarks.
Kricketune,402.0,Kricketune,Korotock,4.0,IV,1.0,25.5,25.5,Bug,,Swarm,,Technician,Red,50.0,50.0,0.0,15.0,Bug,,45.0,134.0,1058960.0,Ordinary,,,77.0,85.0,51.0,55.0,51.0,65.0,384.0,64.0,0.0,2.0,0.0,0.0,0.0,0.0,2 Attack,50.0,Medium Slow,15.0,Medium Slow,1059860.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,Cricket,2 stages evolution,Kricketot,Level ,Kricketune,,,,,It crosses its knifelike arms in front of its chest when it cries. It can compose melodies ad lib.
Shinx,403.0,Shinx,Kolink,4.0,IV,0.5,9.5,38.0,Electric,,Rivalry,Intimidate,Guts,Blue,50.0,50.0,0.0,20.0,Ground,,235.0,53.0,1058960.0,Ordinary,,,45.0,65.0,34.0,40.0,34.0,45.0,263.0,43.833333333333336,0.0,1.0,0.0,0.0,0.0,0.0,1 Attack,50.0,Medium Slow,20.0,Medium Slow,1059860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Flash,3 stages evolution,Shinx,Level ,Luxio,Level ,Luxray,,,This Pokémon generates electricity by contracting its muscles. Excited trembling is a sign that Shinx is generating a tremendous amount of electricity.
Luxio,404.0,Luxio,Luxio,4.0,IV,0.9,30.5,37.7,Electric,,Rivalry,Intimidate,Guts,Blue,50.0,50.0,0.0,20.0,Ground,,120.0,127.0,1058960.0,Ordinary,,,60.0,85.0,49.0,60.0,49.0,60.0,363.0,60.5,0.0,2.0,0.0,0.0,0.0,0.0,2 Attack,100.0,Medium Slow,20.0,Medium Slow,1059860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Spark,3 stages evolution,Shinx,Level ,Luxio,Level ,Luxray,,,"By joining its tail with that of another Luxio, this Pokémon can receive some of the other Luxio’s electricity and power up its own electric blasts."
Luxray,405.0,Luxray,Rentorar,4.0,IV,1.4,42.0,21.4,Electric,,Rivalry,Intimidate,Guts,Blue,50.0,50.0,0.0,20.0,Ground,,45.0,262.0,1058960.0,Ordinary,,,80.0,120.0,79.0,95.0,79.0,70.0,523.0,87.16666666666667,0.0,3.0,0.0,0.0,0.0,0.0,3 Attack,50.0,Medium Slow,20.0,Medium Slow,1059860.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Gleam Eyes,3 stages evolution,Shinx,Level ,Luxio,Level ,Luxray,,,"Luxray can see through solid objects. It will instantly spot prey trying to hide behind walls, even if the walls are thick."
Budew,406.0,Budew,Subomie,4.0,IV,0.2,1.2,30.0,Grass,Poison,Natural Cure,Poison Point,Leaf Guard,Green,50.0,50.0,0.0,20.0,Undiscovered,,255.0,56.0,1058960.0,Ordinary,,,40.0,30.0,35.0,50.0,70.0,55.0,280.0,46.66666666666666,0.0,0.0,0.0,1.0,0.0,0.0,1 Special Attack,50.0,Medium Slow,20.0,Medium Slow,1059860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,Bud,3 stages evolution,Budew,Level Up with Happiness Value at 220 During the Day,Roselia,Use Shiny Stone,Roserade,,,"The pollen it releases contains poison. If this Pokémon is raised on clean water, the poison’s toxicity is increased."
Roserade,407.0,Roserade,Roserade,4.0,IV,0.9,14.5,17.9,Grass,Poison,Natural Cure,Poison Point,Technician,Green,50.0,50.0,0.0,20.0,Fairy,Grass,75.0,258.0,1058960.0,Ordinary,,,60.0,70.0,65.0,125.0,105.0,90.0,515.0,85.83333333333333,0.0,0.0,0.0,3.0,0.0,0.0,3 Special Attack,50.0,Medium Slow,20.0,Medium Slow,1059860.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,Bouquet,3 stages evolution,Budew,Level Up with Happiness Value at 220 During the Day,Roselia,Use Shiny Stone,Roserade,,,"After captivating opponents with its sweet scent, it lashes them with its thorny whips."
Cranidos,408.0,Cranidos,Zugaidos,4.0,IV,0.9,31.5,38.9,Rock,,Mold Breaker,,Sheer Force,Blue,87.5,12.5,0.0,30.0,Monster,,45.0,70.0,600000.0,Ordinary,,,67.0,125.0,40.0,30.0,30.0,58.0,350.0,58.333333333333336,0.0,1.0,0.0,0.0,0.0,0.0,1 Attack,50.0,Erratic,30.0,Erratic,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,Head Butt,2 stages evolution,Cranidos,Level ,Rampardos,,,,,"A primeval Pokémon, it possesses a hard and sturdy skull, lacking any intelligence within."
Rampardos,409.0,Rampardos,Rampald,4.0,IV,1.6,102.5,40.0,Rock,,Mold Breaker,,Sheer Force,Blue,87.5,12.5,0.0,30.0,Monster,,45.0,173.0,600000.0,Ordinary,,,97.0,165.0,60.0,65.0,50.0,58.0,495.0,82.5,0.0,2.0,0.0,0.0,0.0,0.0,2 Attack,50.0,Erratic,30.0,Erratic,600000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,Head Butt,2 stages evolution,Cranidos,Level ,Rampardos,,,,,"In ancient times, people would dig up fossils of this Pokémon and use its skull, which is harder than steel, to make helmets."
Shieldon,410.0,Shieldon,Tatetops,4.0,IV,0.5,57.0,228.0,Rock,Steel,Sturdy,,Soundproof,Gray,87.5,12.5,0.0,30.0,Monster,,45.0,70.0,600000.0,Ordinary,,,30.0,42.0,118.0,42.0,88.0,30.0,350.0,58.333333333333336,0.0,0.0,1.0,0.0,0.0,0.0,1 Defense,50.0,Erratic,30.0,Erratic,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,Shield,2 stages evolution,Shieldon,Level ,Bastiodon,,,,,"A mild-mannered, herbivorous Pokémon, it used its face to dig up tree roots to eat. The skin on its face was plenty tough."
Bastiodon,411.0,Bastiodon,Torideps,4.0,IV,1.3,149.5,88.5,Rock,Steel,Sturdy,,Soundproof,Gray,87.5,12.5,0.0,30.0,Monster,,45.0,173.0,600000.0,Ordinary,,,60.0,52.0,168.0,47.0,138.0,30.0,495.0,82.5,0.0,0.0,2.0,0.0,0.0,0.0,2 Defense,50.0,Erratic,30.0,Erratic,600000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,Shield,2 stages evolution,Shieldon,Level ,Bastiodon,,,,,"The bones of its face are huge and hard, so they were mistaken for its spine until after this Pokémon was successfully restored."
Burmy(Plant),412.0,Burmy,,4.0,IV,0.2,3.4,,Bug,,Shed Skin,,Overcoat,Green,50.0,50.0,0.0,15.0,Bug,,120.0,45.0,1000000.0,Ordinary,,,40.0,29.0,45.0,29.0,45.0,36.0,224.0,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burmy(Dusty),412.0,Burmy,,4.0,IV,0.2,3.4,,Bug,,Shed Skin,,Overcoat,Red,50.0,50.0,0.0,15.0,Bug,,120.0,45.0,1000000.0,Ordinary,,,40.0,29.0,45.0,29.0,45.0,36.0,224.0,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burmy(Sandy),412.0,Burmy,,4.0,IV,0.2,3.4,,Bug,,Shed Skin,,Overcoat,Brown,50.0,50.0,0.0,15.0,Bug,,120.0,45.0,1000000.0,Ordinary,,,40.0,29.0,45.0,29.0,45.0,36.0,224.0,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wormadam(Dusty),413.0,Wormadam,,4.0,IV,0.5,6.5,,Bug,Steel,Anticipation,,Overcoat,Red,0.0,100.0,0.0,15.0,Bug,,45.0,148.0,1000000.0,Ordinary,,,60.0,69.0,95.0,69.0,95.0,36.0,424.0,,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wormadam(Plant),413.0,Wormadam,,4.0,IV,0.5,6.5,,Bug,Grass,Anticipation,,Overcoat,Green,0.0,100.0,0.0,15.0,Bug,,45.0,148.0,1000000.0,Ordinary,,,60.0,59.0,85.0,79.0,105.0,36.0,424.0,,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wormadam(Sandy),413.0,Wormadam,,4.0,IV,0.5,6.5,,Bug,Ground,Anticipation,,Overcoat,Brown,0.0,100.0,0.0,15.0,Bug,,45.0,148.0,1000000.0,Ordinary,,,60.0,79.0,105.0,59.0,85.0,36.0,424.0,,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mothim,414.0,Mothim,Gamale,4.0,IV,0.9,23.3,28.8,Bug,Flying,Swarm,,Tinted Lens,Yellow,100.0,0.0,0.0,15.0,Bug,,45.0,148.0,1000000.0,Ordinary,,,70.0,94.0,50.0,94.0,50.0,66.0,424.0,70.66666666666667,0.0,1.0,0.0,1.0,0.0,0.0,"1 Attack, 1 Special Attack",50.0,Medium Fast,15.0,Medium Fast,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,Moth,2 stages evolution with 4 forms,Burmy,Female at Level,Wormadam,Male at Level,Mothim,,,It loves the honey of flowers and steals honey collected by Combee.
Combee,415.0,Combee,Mitsuhoney,4.0,IV,0.3,5.5,61.1,Bug,Flying,Honey Gather,,Hustle,Yellow,87.5,12.5,0.0,15.0,Bug,,120.0,49.0,1058960.0,Ordinary,,,30.0,30.0,42.0,30.0,42.0,70.0,244.0,40.66666666666666,0.0,0.0,0.0,0.0,0.0,1.0,1 Speed,50.0,Medium Slow,15.0,Medium Slow,1059860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,Tiny Bee,2 stages evolution,Combee,Female at Level ,Vespiquen,,,,,The members of the trio spend all their time together. Each one has a slightly different taste in nectar.
Vespiquen,416.0,Vespiquen,Beequen,4.0,IV,1.2,38.5,26.7,Bug,Flying,Pressure,,Unnerve,Yellow,0.0,100.0,0.0,15.0,Bug,,45.0,166.0,1058960.0,Ordinary,,,70.0,80.0,102.0,80.0,102.0,40.0,474.0,79.0,0.0,0.0,1.0,0.0,1.0,0.0,"1 Defense, 1 Special Defense",50.0,Medium Slow,15.0,Medium Slow,1059860.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,Beehive,2 stages evolution,Combee,Female at Level ,Vespiquen,,,,,It skillfully commands its grubs in battles with its enemies. The grubs are willing to risk their lives to defend Vespiquen.
Pachirisu,417.0,Pachirisu,Pachirisu,4.0,IV,0.4,3.9,24.4,Electric,,Run Away,Pickup,Volt Absorb,White,50.0,50.0,0.0,10.0,Ground,Fairy,200.0,142.0,1000000.0,Ordinary,,,60.0,45.0,70.0,45.0,90.0,95.0,405.0,67.5,0.0,0.0,0.0,0.0,0.0,1.0,1 Speed,100.0,Medium Fast,10.0,Medium Fast,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,EleSquirrel,No evolution,Pachirisu,,,,,,,It makes fur balls that crackle with static electricity. It stores them with berries in tree holes.
Buizel,418.0,Buizel,Buoysel,4.0,IV,0.7,29.5,60.2,Water,,Swift Swim,,Water Veil,Brown,50.0,50.0,0.0,20.0,Water1,Ground,190.0,66.0,1000000.0,Ordinary,,,55.0,65.0,35.0,60.0,30.0,85.0,330.0,55.0,0.0,0.0,0.0,0.0,0.0,1.0,1 Speed,50.0,Medium Fast,20.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Sea Weasel,2 stages evolution,Buizel,Level ,Floatzel,,,,,"It swims by rotating its two tails like a screw. When it dives, its flotation sac collapses."
Floatzel,419.0,Floatzel,Floazel,4.0,IV,1.1,33.5,27.7,Water,,Swift Swim,,Water Veil,Brown,50.0,50.0,0.0,20.0,Water1,Ground,75.0,173.0,1000000.0,Ordinary,,,85.0,105.0,55.0,85.0,50.0,115.0,495.0,82.5,0.0,0.0,0.0,0.0,0.0,2.0,2 Speed,50.0,Medium Fast,20.0,Medium Fast,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Sea Weasel,2 stages evolution,Buizel,Level ,Floatzel,,,,,It floats using its well-developed flotation sac. It assists in the rescues of drowning people.
Cherubi,420.0,Cherubi,Cherinbo,4.0,IV,0.4,3.3,20.6,Grass,,Chlorophyll,,,Pink,50.0,50.0,0.0,20.0,Fairy,Grass,190.0,55.0,1000000.0,Ordinary,,,45.0,35.0,45.0,62.0,53.0,35.0,275.0,45.833333333333336,0.0,0.0,0.0,1.0,0.0,0.0,1 Special Attack,50.0,Medium Fast,20.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Cherry,2 stages evolution,Cherubi,Level ,Cherrim,,,,,"It nimbly dashes about to avoid getting pecked by bird Pokémon that would love to make off with its small, nutrient-rich storage ball."
Cherrim(Overcast),421.0,Cherrim,,4.0,IV,0.5,9.3,,Grass,,Flower Gift,,,Purple,50.0,50.0,0.0,20.0,Fairy,Grass,75.0,158.0,1000000.0,Ordinary,,,70.0,60.0,70.0,87.0,78.0,85.0,450.0,,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cherrim(Sunshine),421.0,Cherrim,,4.0,IV,0.5,9.3,,Grass,,Flower Gift,,,Pink,50.0,50.0,0.0,20.0,Fairy,Grass,75.0,158.0,1000000.0,Ordinary,,,70.0,60.0,70.0,87.0,78.0,85.0,450.0,,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shellos(West Sea),422.0,Shellos,,4.0,IV,0.3,6.3,,Water,,Sticky Hold,Storm Drain,Sand Force,Purple,50.0,50.0,0.0,20.0,Water1,Amorphous,190.0,65.0,1000000.0,Ordinary,,,76.0,48.0,48.0,57.0,62.0,34.0,325.0,,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shellos(East Sea),422.0,Shellos,,4.0,IV,0.3,6.3,,Water,,Sticky Hold,Storm Drain,Sand Force,Blue,50.0,50.0,0.0,20.0,Water1,Amorphous,190.0,65.0,1000000.0,Ordinary,,,76.0,48.0,48.0,57.0,62.0,34.0,325.0,,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
