,No,Original_Name,Japanese_Name,Generation,Height_m,Weight_kg,Type_1,Type_2,Ability_1,Ability_2,Ability_Hidden,Color,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Capture_Rate,Base_EXP,Final_EXP,Category,Mega_Evolution _Flag,Region_Forme,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,Mean,PE_HP,PE_Attack,PE_Defense,PE_SP_Attack,PE_SP_Defense,PE_Speed,EV_yield,Base_Friendship,Growth_Rate,Egg_Cycle,Experience type,Experience to level 100,Final Evolution,Is_Legendary,Is_Sublegendary,Is_Mythical,Mega Evolution,Alolan Form,Galarian Form,Gigantamax,Mega_evolution,Mega_evolution_alt,Against Normal,Against Fire,Against Water,Against Electric,Against Grass,Against Ice,Against Fighting,Against Poison,Against Ground,Against Flying,Against Psychic,Against Bug,Against Rock,Against Ghost,Against Dragon,Against Dark,Against Steel,Against Fairy,BMI,Pokemon_Category,Evolution_type,Evochain_0,Evochain_1,Evochain_2,Evochain_3,Evochain_4,Evochain_5,Evochain_6,Description
Starly,396,Starly,Mukkuru,4,0.3,2.0,Normal,Flying,Keen Eye,,Reckless,Brown,50,50,0,15,Flying,,255,49,1058960,Ordinary,,,40,55,30,30,30,60,245,40.8,0,0,0,0,0,1,1 Speed,50,Medium Slow,15,Medium Slow,1059860,0,0,0,0,0,0,0,,,,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,22.2,Starling,3 stages evolution,Starly,Level ,Staravia,Level ,Staraptor,,,"They flock in great numbers. Though small, they flap their wings with great power."
Staravia,397,Staravia,Mukubird,4,0.6,15.5,Normal,Flying,Intimidate,,Reckless,Brown,50,50,0,15,Flying,,120,119,1058960,Ordinary,,,55,75,50,40,40,80,340,56.7,0,0,0,0,0,2,2 Speed,50,Medium Slow,15,Medium Slow,1059860,0,0,0,0,0,0,0,,,,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,43.1,Starling,3 stages evolution,Starly,Level ,Staravia,Level ,Staraptor,,,"They maintain huge flocks, although fierce scuffles break out between various flocks."
Staraptor,398,Staraptor,Mukuhawk,4,1.2,24.9,Normal,Flying,Intimidate,,Reckless,Brown,50,50,0,15,Flying,,45,218,1058960,Ordinary,,,85,120,70,50,60,100,485,80.8,0,3,0,0,0,0,3 Attack,50,Medium Slow,15,Medium Slow,1059860,1,0,0,0,0,0,0,,,,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,17.3,Predator,3 stages evolution,Starly,Level ,Staravia,Level ,Staraptor,,,The muscles in its wings and legs are strong. It can easily fly while gripping a small Pokémon.
Bidoof,399,Bidoof,Bippa,4,0.5,20.0,Normal,,Simple,Unaware,Moody,Brown,50,50,0,15,Water1,Ground,255,50,1000000,Ordinary,,,59,45,40,35,40,31,250,41.7,1,0,0,0,0,0,1 HP,50,Medium Fast,15,Medium Fast,1000000,0,0,0,0,0,0,0,,,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,80,Plump Mouse,2 stages evolution,Bidoof,Level ,Bibarel,,,,,"With nerves of steel, nothing can perturb it. It is more agile and active than it appears."
Bibarel,400,Bibarel,Beadaru,4,1.0,31.5,Normal,Water,Simple,Unaware,Moody,Brown,50,50,0,15,Water1,Ground,127,144,1000000,Ordinary,,,79,85,60,55,60,71,410,68.3,0,2,0,0,0,0,2 Attack,50,Medium Fast,15,Medium Fast,1000000,1,0,0,0,0,0,0,,,,1,0.5,0.5,2,2,0.5,2,1,1,1,1,1,1,0,1,1,0.5,1,31.5,Beaver,2 stages evolution,Bidoof,Level ,Bibarel,,,,,It busily makes its nest with stacks of branches and roots it has cut up with its sharp incisors.
Kricketot,401,Kricketot,Korobohshi,4,0.3,2.2,Bug,,Shed Skin,,Run Away,Red,50,50,0,15,Bug,,255,39,1058960,Ordinary,,,37,25,41,25,41,25,194,32.3,0,0,1,0,0,0,1 Defense,50,Medium Slow,15,Medium Slow,1059860,0,0,0,0,0,0,0,,,,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,24.4,Cricket,2 stages evolution,Kricketot,Level ,Kricketune,,,,,It chats with others using the sounds of its colliding antennae. These sounds are fall hallmarks.
Kricketune,402,Kricketune,Korotock,4,1.0,25.5,Bug,,Swarm,,Technician,Red,50,50,0,15,Bug,,45,134,1058960,Ordinary,,,77,85,51,55,51,65,384,64.0,0,2,0,0,0,0,2 Attack,50,Medium Slow,15,Medium Slow,1059860,1,0,0,0,0,0,0,,,,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,25.5,Cricket,2 stages evolution,Kricketot,Level ,Kricketune,,,,,It crosses its knifelike arms in front of its chest when it cries. It can compose melodies ad lib.
Shinx,403,Shinx,Kolink,4,0.5,9.5,Electric,,Rivalry,Intimidate,Guts,Blue,50,50,0,20,Ground,,235,53,1058960,Ordinary,,,45,65,34,40,34,45,263,43.8,0,1,0,0,0,0,1 Attack,50,Medium Slow,20,Medium Slow,1059860,0,0,0,0,0,0,0,,,,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,38,Flash,3 stages evolution,Shinx,Level ,Luxio,Level ,Luxray,,,This Pokémon generates electricity by contracting its muscles. Excited trembling is a sign that Shinx is generating a tremendous amount of electricity.
Luxio,404,Luxio,Luxio,4,0.9,30.5,Electric,,Rivalry,Intimidate,Guts,Blue,50,50,0,20,Ground,,120,127,1058960,Ordinary,,,60,85,49,60,49,60,363,60.5,0,2,0,0,0,0,2 Attack,100,Medium Slow,20,Medium Slow,1059860,0,0,0,0,0,0,0,,,,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,37.7,Spark,3 stages evolution,Shinx,Level ,Luxio,Level ,Luxray,,,"By joining its tail with that of another Luxio, this Pokémon can receive some of the other Luxio’s electricity and power up its own electric blasts."
Luxray,405,Luxray,Rentorar,4,1.4,42.0,Electric,,Rivalry,Intimidate,Guts,Blue,50,50,0,20,Ground,,45,262,1058960,Ordinary,,,80,120,79,95,79,70,523,87.2,0,3,0,0,0,0,3 Attack,50,Medium Slow,20,Medium Slow,1059860,1,0,0,0,0,0,0,,,,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,21.4,Gleam Eyes,3 stages evolution,Shinx,Level ,Luxio,Level ,Luxray,,,"Luxray can see through solid objects. It will instantly spot prey trying to hide behind walls, even if the walls are thick."
Budew,406,Budew,Subomie,4,0.2,1.2,Grass,Poison,Natural Cure,Poison Point,Leaf Guard,Green,50,50,0,20,Undiscovered,,255,56,1058960,Ordinary,,,40,30,35,50,70,55,280,46.7,0,0,0,1,0,0,1 Special Attack,50,Medium Slow,20,Medium Slow,1059860,0,0,0,0,0,0,0,,,,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,30,Bud,3 stages evolution,Budew,Level Up with Happiness Value at 220 During the Day,Roselia,Use Shiny Stone,Roserade,,,"The pollen it releases contains poison. If this Pokémon is raised on clean water, the poison’s toxicity is increased."
Roserade,407,Roserade,Roserade,4,0.9,14.5,Grass,Poison,Natural Cure,Poison Point,Technician,Green,50,50,0,20,Fairy,Grass,75,258,1058960,Ordinary,,,60,70,65,125,105,90,515,85.8,0,0,0,3,0,0,3 Special Attack,50,Medium Slow,20,Medium Slow,1059860,1,0,0,0,0,0,0,,,,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,17.9,Bouquet,3 stages evolution,Budew,Level Up with Happiness Value at 220 During the Day,Roselia,Use Shiny Stone,Roserade,,,"After captivating opponents with its sweet scent, it lashes them with its thorny whips."
Cranidos,408,Cranidos,Zugaidos,4,0.9,31.5,Rock,,Mold Breaker,,Sheer Force,Blue,87.5,12.5,0,30,Monster,,45,70,600000,Ordinary,,,67,125,40,30,30,58,350,58.3,0,1,0,0,0,0,1 Attack,50,Erratic,30,Erratic,600000,0,0,0,0,0,0,0,,,,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,38.9,Head Butt,2 stages evolution,Cranidos,Level ,Rampardos,,,,,"A primeval Pokémon, it possesses a hard and sturdy skull, lacking any intelligence within."
Rampardos,409,Rampardos,Rampald,4,1.6,102.5,Rock,,Mold Breaker,,Sheer Force,Blue,87.5,12.5,0,30,Monster,,45,173,600000,Ordinary,,,97,165,60,65,50,58,495,82.5,0,2,0,0,0,0,2 Attack,50,Erratic,30,Erratic,600000,1,0,0,0,0,0,0,,,,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,40,Head Butt,2 stages evolution,Cranidos,Level ,Rampardos,,,,,"In ancient times, people would dig up fossils of this Pokémon and use its skull, which is harder than steel, to make helmets."
Shieldon,410,Shieldon,Tatetops,4,0.5,57.0,Rock,Steel,Sturdy,,Soundproof,Gray,87.5,12.5,0,30,Monster,,45,70,600000,Ordinary,,,30,42,118,42,88,30,350,58.3,0,0,1,0,0,0,1 Defense,50,Erratic,30,Erratic,600000,0,0,0,0,0,0,0,,,,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5,228,Shield,2 stages evolution,Shieldon,Level ,Bastiodon,,,,,"A mild-mannered, herbivorous Pokémon, it used its face to dig up tree roots to eat. The skin on its face was plenty tough."
Bastiodon,411,Bastiodon,Torideps,4,1.3,149.5,Rock,Steel,Sturdy,,Soundproof,Gray,87.5,12.5,0,30,Monster,,45,173,600000,Ordinary,,,60,52,168,47,138,30,495,82.5,0,0,2,0,0,0,2 Defense,50,Erratic,30,Erratic,600000,1,0,0,0,0,0,0,,,,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5,88.5,Shield,2 stages evolution,Shieldon,Level ,Bastiodon,,,,,"The bones of its face are huge and hard, so they were mistaken for its spine until after this Pokémon was successfully restored."
Burmy (Plant),412,Burmy,,4,0.2,3.4,Bug,,Shed Skin,,Overcoat,Green,50,50,0,15,Bug,,120,45,1000000,Ordinary,,,40,29,45,29,45,36,224,37.3,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burmy (Dusty),412,Burmy,,4,0.2,3.4,Bug,,Shed Skin,,Overcoat,Red,50,50,0,15,Bug,,120,45,1000000,Ordinary,,,40,29,45,29,45,36,224,37.3,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burmy (Sandy),412,Burmy,,4,0.2,3.4,Bug,,Shed Skin,,Overcoat,Brown,50,50,0,15,Bug,,120,45,1000000,Ordinary,,,40,29,45,29,45,36,224,37.3,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wormadam (Dusty),413,Wormadam,,4,0.5,6.5,Bug,Steel,Anticipation,,Overcoat,Red,0,100,0,15,Bug,,45,148,1000000,Ordinary,,,60,69,95,69,95,36,424,70.7,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wormadam (Plant),413,Wormadam,,4,0.5,6.5,Bug,Grass,Anticipation,,Overcoat,Green,0,100,0,15,Bug,,45,148,1000000,Ordinary,,,60,59,85,79,105,36,424,70.7,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wormadam (Sandy),413,Wormadam,,4,0.5,6.5,Bug,Ground,Anticipation,,Overcoat,Brown,0,100,0,15,Bug,,45,148,1000000,Ordinary,,,60,79,105,59,85,36,424,70.7,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mothim,414,Mothim,Gamale,4,0.9,23.3,Bug,Flying,Swarm,,Tinted Lens,Yellow,100,0,0,15,Bug,,45,148,1000000,Ordinary,,,70,94,50,94,50,66,424,70.7,0,1,0,1,0,0,"1 Attack, 1 Special Attack",50,Medium Fast,15,Medium Fast,1000000,1,0,0,0,0,0,0,,,,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,28.8,Moth,2 stages evolution with 4 forms,Burmy,Female at Level,Wormadam,Male at Level,Mothim,,,It loves the honey of flowers and steals honey collected by Combee.
Combee,415,Combee,Mitsuhoney,4,0.3,5.5,Bug,Flying,Honey Gather,,Hustle,Yellow,87.5,12.5,0,15,Bug,,120,49,1058960,Ordinary,,,30,30,42,30,42,70,244,40.7,0,0,0,0,0,1,1 Speed,50,Medium Slow,15,Medium Slow,1059860,0,0,0,0,0,0,0,,,,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,61.1,Tiny Bee,2 stages evolution,Combee,Female at Level ,Vespiquen,,,,,The members of the trio spend all their time together. Each one has a slightly different taste in nectar.
Vespiquen,416,Vespiquen,Beequen,4,1.2,38.5,Bug,Flying,Pressure,,Unnerve,Yellow,0,100,0,15,Bug,,45,166,1058960,Ordinary,,,70,80,102,80,102,40,474,79.0,0,0,1,0,1,0,"1 Defense, 1 Special Defense",50,Medium Slow,15,Medium Slow,1059860,1,0,0,0,0,0,0,,,,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,26.7,Beehive,2 stages evolution,Combee,Female at Level ,Vespiquen,,,,,It skillfully commands its grubs in battles with its enemies. The grubs are willing to risk their lives to defend Vespiquen.
Pachirisu,417,Pachirisu,Pachirisu,4,0.4,3.9,Electric,,Run Away,Pickup,Volt Absorb,White,50,50,0,10,Ground,Fairy,200,142,1000000,Ordinary,,,60,45,70,45,90,95,405,67.5,0,0,0,0,0,1,1 Speed,100,Medium Fast,10,Medium Fast,1000000,1,0,0,0,0,0,0,,,,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,24.4,EleSquirrel,No evolution,Pachirisu,,,,,,,It makes fur balls that crackle with static electricity. It stores them with berries in tree holes.
Buizel,418,Buizel,Buoysel,4,0.7,29.5,Water,,Swift Swim,,Water Veil,Brown,50,50,0,20,Water1,Ground,190,66,1000000,Ordinary,,,55,65,35,60,30,85,330,55.0,0,0,0,0,0,1,1 Speed,50,Medium Fast,20,Medium Fast,1000000,0,0,0,0,0,0,0,,,,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,60.2,Sea Weasel,2 stages evolution,Buizel,Level ,Floatzel,,,,,"It swims by rotating its two tails like a screw. When it dives, its flotation sac collapses."
Floatzel,419,Floatzel,Floazel,4,1.1,33.5,Water,,Swift Swim,,Water Veil,Brown,50,50,0,20,Water1,Ground,75,173,1000000,Ordinary,,,85,105,55,85,50,115,495,82.5,0,0,0,0,0,2,2 Speed,50,Medium Fast,20,Medium Fast,1000000,1,0,0,0,0,0,0,,,,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,27.7,Sea Weasel,2 stages evolution,Buizel,Level ,Floatzel,,,,,It floats using its well-developed flotation sac. It assists in the rescues of drowning people.
Cherubi,420,Cherubi,Cherinbo,4,0.4,3.3,Grass,,Chlorophyll,,,Pink,50,50,0,20,Fairy,Grass,190,55,1000000,Ordinary,,,45,35,45,62,53,35,275,45.8,0,0,0,1,0,0,1 Special Attack,50,Medium Fast,20,Medium Fast,1000000,0,0,0,0,0,0,0,,,,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,20.6,Cherry,2 stages evolution,Cherubi,Level ,Cherrim,,,,,"It nimbly dashes about to avoid getting pecked by bird Pokémon that would love to make off with its small, nutrient-rich storage ball."
Cherrim (Overcast),421,Cherrim,,4,0.5,9.3,Grass,,Flower Gift,,,Purple,50,50,0,20,Fairy,Grass,75,158,1000000,Ordinary,,,70,60,70,87,78,85,450,75.0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cherrim (Sunshine),421,Cherrim,,4,0.5,9.3,Grass,,Flower Gift,,,Pink,50,50,0,20,Fairy,Grass,75,158,1000000,Ordinary,,,70,60,70,87,78,85,450,75.0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shellos (West Sea),422,Shellos,,4,0.3,6.3,Water,,Sticky Hold,Storm Drain,Sand Force,Purple,50,50,0,20,Water1,Amorphous,190,65,1000000,Ordinary,,,76,48,48,57,62,34,325,54.2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shellos (East Sea),422,Shellos,,4,0.3,6.3,Water,,Sticky Hold,Storm Drain,Sand Force,Blue,50,50,0,20,Water1,Amorphous,190,65,1000000,Ordinary,,,76,48,48,57,62,34,325,54.2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gastrodon (East Sea),423,Gastrodon,,4,0.9,29.9,Water,Ground,Sticky Hold,Storm Drain,Sand Force,Blue,50,50,0,20,Water1,Amorphous,75,166,1000000,Ordinary,,,111,83,68,92,82,39,475,79.2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gastrodon (West Sea),423,Gastrodon,,4,0.9,29.9,Water,Ground,Sticky Hold,Storm Drain,Sand Force,Purple,50,50,0,20,Water1,Amorphous,75,166,1000000,Ordinary,,,111,83,68,92,82,39,475,79.2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ambipom,424,Ambipom,Eteboth,4,1.2,20.3,Normal,,Technician,Pickup,Skill Link,Purple,50,50,0,20,Ground,,45,169,800000,Ordinary,,,75,100,66,60,66,115,482,80.3,0,0,0,0,0,2,2 Speed,100,Fast,20,Fast,800000,1,0,0,0,0,0,0,,,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,14.1,Long Tail,2 stages evolution,Aipom,Level up while knowing  Double Hit,Ambipom,,,,,"In their search for comfortable trees, they get into territorial disputes with groups of Passimian. They win about half the time."
Drifloon,425,Drifloon,Fuwante,4,0.4,1.2,Ghost,Flying,Aftermath,Unburden,Flare Boost,Purple,50,50,0,30,Amorphous,,125,70,1640000,Ordinary,,,90,50,34,60,44,70,348,58.0,1,0,0,0,0,0,1 HP,50,Fluctuating,30,Fluctuating,1640000,0,0,0,0,0,0,0,,,,0,1,1,2,0.5,2,0,0.5,0,1,1,0.25,2,2,1,2,1,1,7.5,Balloon,2 stages evolution,Drifloon,Level ,Drifblim,,,,,"Perhaps seeking company, it approaches children. However, it often quickly runs away again when the children play too roughly with it."
Drifblim,426,Drifblim,Fuwaride,4,1.2,15.0,Ghost,Flying,Aftermath,Unburden,Flare Boost,Purple,50,50,0,30,Amorphous,,60,174,1640000,Ordinary,,,150,80,44,90,54,80,498,83.0,2,0,0,0,0,0,2 HP,50,Fluctuating,30,Fluctuating,1640000,1,0,0,0,0,0,0,,,,0,1,1,2,0.5,2,0,0.5,0,1,1,0.25,2,2,1,2,1,1,10.4,Blimp,2 stages evolution,Drifloon,Level ,Drifblim,,,,,"Some say this Pokémon is a collection of souls burdened with regrets, silently drifting through the dusk."
Buneary,427,Buneary,Mimirol,4,0.4,5.5,Normal,,Run Away,Klutz,Limber,Brown,50,50,0,20,Ground,Human-Like,190,70,1000000,Ordinary,,,55,66,44,44,56,85,350,58.3,0,0,0,0,0,1,1 Speed,0,Medium Fast,20,Medium Fast,1000000,0,0,0,0,0,0,0,,,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,34.4,Rabbit,2 stages evolution,Buneary,Level Up with Happiness Value at 220,Lopunny,,,,,"If both of Buneary’s ears are rolled up, something is wrong with its body or mind. It’s a sure sign the Pokémon is in need of care."
Lopunny (Mega EV),428,Lopunny,,4,1.3,28.3,Normal,Fighting,Scrappy,,,Brown,50,50,0,20,Ground,Human-Like,60,203,1000000,Ordinary,Mega,,65,136,94,54,96,135,580,96.7,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lopunny,428,Lopunny,Mimilop,4,1.2,33.3,Normal,,Cute Charm,Klutz,Limber,Brown,50,50,0,20,Ground,Human-Like,60,168,1000000,Ordinary,,,65,76,84,54,96,105,480,80.0,0,0,0,0,0,2,2 Speed,140,Medium Fast,20,Medium Fast,1000000,1,0,0,0,0,0,0,,Mega Lopunny,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,23.1,Rabbit,2 stages evolution,Buneary,Level Up with Happiness Value at 220,Lopunny,,,,,"Lopunny is constantly monitoring its surroundings. If danger approaches, this Pokémon responds with superdestructive kicks."
Mismagius,429,Mismagius,Mumargi,4,0.9,4.4,Ghost,,Levitate,,,Purple,50,50,0,25,Amorphous,,45,173,800000,Ordinary,,,60,60,60,105,105,105,495,82.5,0,0,0,1,1,0,"1 Special Attack, 1 Special Defense",35,Fast,25,Fast,800000,1,0,0,0,0,0,0,,,,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,5.4,Magical,2 stages evolution,Misdreavus,Use Dusk Stone,Mismagius,,,,,"Feared for its wrath and the curses it spreads, this Pokémon will also, on a whim, cast spells that help people."
Honchkrow,430,Honchkrow,Dongkarasu,4,0.9,27.3,Dark,Flying,Insomnia,Super Luck,Moxie,Black,50,50,0,20,Flying,,30,177,1058960,Ordinary,,,100,125,52,105,52,71,505,84.2,0,2,0,0,0,0,2 Attack,35,Medium Slow,20,Medium Slow,1059860,1,0,0,0,0,0,0,,,,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2,33.7,Big Boss,2 stages evolution,Murkrow,Use Dusk Stone,Honchkrow,,,,,It will absolutely not forgive failure from or betrayal by its goons. It has no choice in this if it wants to maintain the order of the flock.
Glameow,431,Glameow,Nyarmar,4,0.5,3.9,Normal,,Limber,Own Tempo,Keen Eye,Gray,25,75,0,20,Ground,,190,62,800000,Ordinary,,,49,55,42,42,37,85,310,51.7,0,0,0,0,0,1,1 Speed,50,Fast,20,Fast,800000,0,0,0,0,0,0,0,,,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,15.6,Catty,2 stages evolution,Glameow,Level ,Purugly,,,,,It claws if displeased and purrs when affectionate. Its fickleness is very popular among some.
Purugly,432,Purugly,Bunyatto,4,1.0,43.8,Normal,,Thick Fat,Own Tempo,Defiant,Gray,25,75,0,20,Ground,,75,158,800000,Ordinary,,,71,82,64,64,59,112,452,75.3,0,0,0,0,0,2,2 Speed,50,Fast,20,Fast,800000,1,0,0,0,0,0,0,,,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,43.8,Tiger Cat,2 stages evolution,Glameow,Level ,Purugly,,,,,It would claim another Pokémon’s nest as its own if it finds a nest sufficiently comfortable.
Chingling,433,Chingling,Lisyan,4,0.2,0.6,Psychic,,Levitate,,,Yellow,50,50,0,25,Undiscovered,,120,57,800000,Ordinary,,,45,30,50,65,50,45,285,47.5,0,0,0,1,0,0,1 Special Attack,50,Fast,25,Fast,800000,0,0,0,0,0,0,0,,,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,15,Bell,2 stages evolution,Chingling,Level Up with Happiness Value at 220 During the Night,Chimecho,,,,,"Each time it hops, it makes a ringing sound. It deafens foes by emitting high-frequency cries."
Stunky,434,Stunky,Skunpuu,4,0.4,19.2,Poison,Dark,Stench,Aftermath,Keen Eye,Purple,50,50,0,20,Ground,,225,66,1000000,Ordinary,,,63,63,47,41,41,74,329,54.8,0,0,0,0,0,1,1 Speed,50,Medium Fast,20,Medium Fast,1000000,0,0,0,0,0,0,0,,,,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1,120,Skunk,2 stages evolution,Stunky,Level ,Skuntank,,,,,"From its rear, it sprays a foul-smelling liquid at opponents. It aims for their faces, and it can hit them from over 16 feet away."
Skuntank,435,Skuntank,Skutank,4,1.0,38.0,Poison,Dark,Stench,Aftermath,Keen Eye,Purple,50,50,0,20,Ground,,60,168,1000000,Ordinary,,,103,93,67,71,61,84,479,79.8,2,0,0,0,0,0,2 HP,50,Medium Fast,20,Medium Fast,1000000,1,0,0,0,0,0,0,,,,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1,38,Skunk,2 stages evolution,Stunky,Level ,Skuntank,,,,,"In its belly, it reserves stinky fluid that it shoots from its tail during battle. As this Pokémon’s diet varies, so does the stench of its fluid."
Bronzor,436,Bronzor,Dohmirror,4,0.5,60.5,Steel,Psychic,Levitate,Heatproof,Heavy Metal,Green,0,0,100,20,Mineral,,255,60,1000000,Ordinary,,,57,24,86,24,86,23,300,50.0,0,0,1,0,0,0,1 Defense,50,Medium Fast,20,Medium Fast,1000000,0,0,0,0,0,0,0,,,,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,242,Bronze,2 stages evolution,Bronzor,Level ,Bronzong,,,,,"It appears in ancient ruins. The pattern on its body doesn’t come from any culture in the Galar region, so it remains shrouded in mystery."
Bronzong,437,Bronzong,Dohtakun,4,1.3,187.0,Steel,Psychic,Levitate,Heatproof,Heavy Metal,Green,0,0,100,20,Mineral,,90,175,1000000,Ordinary,,,67,89,116,79,116,33,500,83.3,0,0,1,0,1,0,"1 Defense, 1 Special Defense",50,Medium Fast,20,Medium Fast,1000000,1,0,0,0,0,0,0,,,,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,110.7,Bronze Bell,2 stages evolution,Bronzor,Level ,Bronzong,,,,,"Some believe it to be a deity that summons rain clouds. When angered, it lets out a warning cry that rings out like the tolling of a bell."
Bonsly,438,Bonsly,Usohachi,4,0.5,15.0,Rock,,Sturdy,Rock Head,Rattled,Brown,50,50,0,20,Undiscovered,,255,58,1000000,Ordinary,,,50,80,95,10,45,10,290,48.3,0,0,1,0,0,0,1 Defense,50,Medium Fast,20,Medium Fast,1000000,0,0,0,0,0,0,0,,,,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,60,Bonsai,2 stages evolution,Bonsly,Level up while knowing  Mimic,Sudowoodo,,,,,"It expels both sweat and tears from its eyes. The sweat is a little salty, while the tears have a slight bitterness."
Mime Jr.,439,Mime Jr.,Manene,4,0.6,13.0,Psychic,Fairy,Soundproof,Filter,Technician,Pink,50,50,0,25,Undiscovered,,145,62,1000000,Ordinary,,,20,25,45,70,90,60,310,51.7,0,0,0,0,1,0,1 Special Defense,50,Medium Fast,25,Medium Fast,1000000,0,0,0,0,0,0,0,,,,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,36.1,Mime,2 stages evolution,Mime Jr.,Level up while knowing  Mimic,Mr. Mime,,,,,"It mimics everyone it sees, but it puts extra effort into copying the graceful dance steps of Mr. Rime as practice."
